tipo	fabricante	modelo	portas/capacidade	autonomia	ano	placa	renavam	chassi	reservado
van	Fiat	Ducato	14	10.95	2017	PGO-6134	33150761213	9BDNEI8BYB8C8NDWN	True
van	Fiat	Ducato	12	10.48	2017	PPQ-9098	21986818246	9BDPG6AIAX75V0TVY	False
van	Mercedes-Benz	Sprinter	20	12.41	2017	OTH-4304	23622158379	9BM4TMYPZIPOKR7J8	False
carro	Chevrolet	Prisma	4	13.15	2015	PJR-7282	47976963714	9BGGF1246GCAOR5OJ	False
van	Mercedes-Benz	Sprinter	13	8.55	2017	OVE-0781	85325893875	9BMATTA2RURM6ZCGY	False
van	Mercedes-Benz	Sprinter	12	11.04	2017	PPP-9737	69852829083	9BMC7D9EGTJ05FQ69	False
carro	Volkswagen	Gol	4	11.15	2016	PQU-4627	98378425407	9BWG1M8H1IH35E3DO	False
carro	Honda	Civic	4	7.9	2014	PCF-3513	05618865166	93HAK2NOQJ5VY3IDI	False
carro	Toyota	Corolla	4	11.99	2017	OCZ-1380	54577853875	9BRXV7R4A2OKM4QHY	False
van	Mercedes-Benz	Sprinter	8	10.94	2014	PMJ-0253	03051057659	9BMOSB55FF75HGZ2N	True
carro	Honda	Civic	4	8.12	2017	PXY-0195	54068180688	93HEIFYI2QMAHYQKB	False
carro	Toyota	Corolla	2	9.26	2017	OJN-3212	08373186093	9BRBJ6AVEMCCI085O	False
carro	Honda	Civic	2	8.85	2015	OPG-7031	13497436070	93HCX88MSZY7I7VC8	False
carro	Renault	Logan	4	14.54	2017	OVC-3836	18390606176	93YT2XVN7MV7VANU8	False
van	Mercedes-Benz	Sprinter	11	14.18	2014	PRN-8234	33174230332	9BMC71IKAWUZL3E5D	False
carro	Toyota	Corolla	4	5.7	2017	PSQ-3264	54361746950	9BRQEHZ7J7C0PYM81	False
carro	Renault	Logan	4	10.83	2015	PSR-8774	16018549042	93Y025ECBXFMK5I44	False
van	Mercedes-Benz	Sprinter	12	12.38	2016	OMK-7055	95740617487	9BMBBBC6O1RWTP9S1	False
carro	Ford	Ka	4	13.5	2015	OON-6178	67668254757	9BF79VLUTCLY0CYRO	True
carro	Ford	Ka	4	15.87	2016	PPZ-3629	41937117876	9BFAWILRIOP2CVS24	False
carro	Toyota	Corolla	4	9.24	2014	OJT-0721	73871805266	9BR1M59KAY4IQDXNM	False
carro	Chevrolet	Prisma	4	9.09	2016	OWC-6833	12493359618	9BG9STUWQIS4ET6JD	False
carro	Ford	Ka	4	10.84	2017	PRX-3165	82856813353	9BFZHA3H2UCW159H9	False
carro	Volkswagen	Gol	4	6.66	2016	PLK-1895	05562228627	9BWR0BEE7QZ5RDZZX	False
van	Fiat	Ducato	17	12.18	2017	PQG-8761	12555465207	9BDTMI7U3HS7RY3AR	False
van	Mercedes-Benz	Sprinter	13	9.95	2014	PBM-3655	66552094236	9BMW1RK9VR6QLF4CR	False
van	Fiat	Ducato	13	7.23	2017	PLF-6158	37391777585	9BDX4SC9341L3JTEU	True
carro	Fiat	Uno	2	7.39	2017	OQT-2705	42067809308	9BDM3E32RDP2D9JAS	False
carro	Chevrolet	Prisma	4	8.52	2015	OQX-8587	93981094757	9BGIXCAQ46DM6Q3YC	False
van	Fiat	Ducato	12	13.77	2014	PMQ-0154	31244348149	9BDPK8S85CRAUQA7S	False
carro	Ford	Ka	2	10.76	2015	PXR-3873	87082992055	9BF396LL2HOPOXOG4	False
van	Mercedes-Benz	Sprinter	15	7.03	2017	PWM-3442	62623134913	9BMXGSS65J2SGYRRX	False
carro	Volkswagen	Gol	4	14.12	2017	OPL-0693	93435499426	9BWAN66PWH1TAOUP1	False
carro	Honda	Civic	4	16.37	2014	PDX-0935	16998008463	93HL50GAJE0IVL0SF	False
van	Mercedes-Benz	Sprinter	18	9.98	2015	PLY-4278	30826616575	9BMEBG3MDEJH9OYBL	False
carro	Ford	Ka+	4	7.23	2015	PFX-3308	54838841483	9BFS38K0MTL9O37HT	False
carro	Chevrolet	Prisma	4	9.36	2014	PDZ-9646	12782674444	9BG0T5T725QN6OUXC	False
carro	Volkswagen	Gol	4	3.53	2017	PYL-7845	86155147512	9BWKW4L1SS1DJK1Z2	False
van	Mercedes-Benz	Sprinter	13	9.91	2016	OWS-3745	68477329406	9BM01QHUN3T408PRM	False
carro	Volkswagen	Gol	4	13.51	2015	OIN-0379	49366718272	9BWKM0MW9FM7ND0C0	False
carro	Ford	Ka+	4	11.46	2017	PDB-5801	59924629463	9BFZF50K28EIZWYRJ	False
van	Mercedes-Benz	Sprinter	15	10.2	2015	OKX-7325	82660669907	9BMZKU0IHSNLPJQME	False
carro	Chevrolet	Prisma	4	10.98	2017	OWC-2780	67585757471	9BGI8SHQ7WKCDHSQT	False
carro	Fiat	Uno	2	11.14	2016	PWU-6214	99475049697	9BDI4Q08CQB7M7XF9	False
carro	Volkswagen	Gol	4	13.22	2016	ONW-1589	01864918186	9BW7ZZJIUZUGC41LY	False
carro	Chevrolet	Prisma	4	8.08	2017	OZF-7865	85167035260	9BGF05YTV9R2OEOMQ	False
ute	Fiat	Ducato	1800	9.52	2017	PSZ-4409	03277213114	9BD9JHT7KKC97QAPA	False
carro	Ford	Ka+	4	11.08	2014	PPR-7413	59888942137	9BFU4LOK6G3DIADI5	False
carro	Toyota	Corolla	4	8.53	2015	PTF-8546	27360824948	9BR3L5Y4G1EH1GAAZ	False
carro	Renault	Logan	4	7.84	2017	OIQ-9711	48902171675	93Y3OFZOGVWKZIXWL	False
carro	Volkswagen	Gol	4	12.45	2017	PRM-1553	69593499492	9BWN7F0W5AT8HVG5W	False
van	Mercedes-Benz	Sprinter	11	18.56	2016	PWG-0112	18089429948	9BMY67N2U8VY5SVKV	False
ute	Mercedes-Benz	Sprinter	1800	10.99	2016	OIT-9181	62086571075	9BM0WMKT9KJGX4ZD5	False
ute	Mercedes-Benz	Sprinter	1800	9.22	2017	PYK-6603	31138990930	9BMCHBA7NEQP8QW4C	False
carro	Fiat	Uno	4	9.45	2017	POC-4335	95610519247	9BDJFN88LA4ZBLHUT	False
carro	Fiat	Uno	4	9.52	2014	PJR-8060	90367085198	9BDLQB92CCBODPMLS	False
carro	Renault	Logan	2	9.82	2017	PWA-2148	48762112533	93Y5PD3EKW0IJTP4F	False
carro	Fiat	Uno	2	11.24	2017	PMO-1941	99288464353	9BDXSW74349KINQWU	False
carro	Chevrolet	Spin	4	8.83	2015	PTX-7383	34958291477	9BG33XXLUFOA3XI8X	False
carro	Ford	Ka+	2	13.18	2016	PIV-1554	95799264081	9BFI8W3N836B3DHKS	True
carro	Toyota	Corolla	2	10.91	2017	PAT-4827	82311208153	9BR142EK7VUBXDVXL	False
van	Fiat	Ducato	14	12.14	2016	PUW-0128	14572287806	9BD2L9KC8MEMF350V	False
van	Fiat	Ducato	14	12.53	2015	PNK-0970	41828444838	9BDBVHHIRJ767BUOU	False
ute	Fiat	Ducato	1800	11.32	2014	PFV-6738	51864704495	9BDEH9JX0XUSXVM8G	False
van	Mercedes-Benz	Sprinter	13	12.56	2017	PZS-3462	44372121312	9BMSX1ESI2G66L5BO	False
carro	Chevrolet	Prisma	4	9.8	2017	PDP-7687	44983407562	9BGKLI73EQ25K505U	False
van	Mercedes-Benz	Sprinter	8	12.75	2015	OKJ-3475	79774339131	9BMEJRMRBA14VVSLC	False
van	Fiat	Ducato	12	10.11	2015	PPJ-5360	99107934898	9BDEMQYYYMZUF6PPO	False
carro	Chevrolet	Spin	4	13.63	2016	PCC-6591	24479873472	9BGMDVKVGFIXMKJB6	False
van	Mercedes-Benz	Sprinter	12	17.96	2017	PTF-5745	02861804285	9BM3VGJVROUUDQB9W	False
carro	Chevrolet	Onix	2	9.81	2015	PIG-1172	12294398444	9BG769ZNBE336DFVN	True
van	Fiat	Ducato	9	15.89	2015	PMH-9990	74594662383	9BDSNHUOOCENZFOAZ	False
carro	Fiat	Uno	4	13.11	2017	OSP-6718	93287862835	9BDPINHOGBJ76MGBF	False
van	Fiat	Ducato	12	7.81	2015	PAD-9098	52911730849	9BDCPDLZFFDA0Y02Q	False
carro	Toyota	Corolla	4	10.99	2017	PSW-7659	34117198738	9BRO8SR6EB9LNMVOY	False
carro	Toyota	Corolla	4	16.91	2015	OTW-6019	00379939722	9BR6RV6RJCY7E5JOO	False
van	Mercedes-Benz	Sprinter	9	10.1	2017	PHQ-7143	69327230023	9BM6UPG63BKEWJB6F	False
van	Mercedes-Benz	Sprinter	15	12.59	2015	PWP-6584	77249679681	9BM2IQX3OWYXRI8AC	False
ute	Mercedes-Benz	Sprinter	1800	8.42	2017	PBH-9917	17409106251	9BMA1IVE03GW3SLST	False
carro	Toyota	Corolla	2	10.41	2015	PZY-8461	25119869886	9BRV7TL1BV99RM8CP	False
van	Fiat	Ducato	10	14.98	2017	PTO-7200	26032828397	9BDMFDJ22W78539EE	True
carro	Fiat	Uno	4	13.77	2016	PLK-7222	57473242677	9BDV0UZR5AFMXKCJ0	False
carro	Renault	Logan	4	7.38	2016	PVV-8124	40777719411	93YQWNPHK2LQH9MVU	False
carro	Toyota	Corolla	4	7.36	2016	OEM-3867	73744045639	9BRE4JR046M1N84U2	True
carro	Toyota	Corolla	2	10.27	2017	OAM-2340	31212612787	9BR3NHF9YQ6SJT7DG	False
ute	Fiat	Ducato	1800	11.37	2017	PHB-3023	15120289318	9BD62COBUWF7WSKN4	False
ute	Mercedes-Benz	Sprinter	1800	7.26	2017	PYG-5750	29642375697	9BMEUB4Q58YAC57KK	False
van	Fiat	Ducato	16	11.55	2017	OTB-8666	67290248652	9BD1X3FJ2J0G74BDP	False
carro	Renault	Sandero	4	10.91	2017	PAS-3460	62736907024	93YR2AQLMTWCZBDYW	False
van	Mercedes-Benz	Sprinter	13	8.04	2017	PCB-4873	16045848493	9BM68F7CHQ66VTO5U	False
carro	Toyota	Corolla	4	11.21	2017	PBM-9359	46304537994	9BR2LGDM7YJJ7VRWP	False
van	Fiat	Ducato	18	13.97	2017	PFJ-7810	59382579197	9BDL9DYW5ZBQRNS71	False
carro	Volkswagen	Gol	4	11.13	2015	PGJ-1428	81323566049	9BWSQ22QENS0FNP9R	False
van	Fiat	Ducato	11	10.11	2017	PYJ-1161	15850188724	9BDFDM1UU9HW3Z598	True
carro	Fiat	Uno	4	14.34	2017	PST-4335	50244318616	9BDJ26PO88U0V81OK	False
carro	Ford	Ka	4	9.05	2016	PLR-2440	26693320615	9BFH2A86HVPEE98AZ	False
carro	Honda	Civic	4	11.93	2014	PMR-0101	49687635653	93HBL1XAGNB8J5NMG	True
van	Fiat	Ducato	10	9.61	2016	PNX-4449	37747593330	9BDK67HRKDME6Q3H7	False
carro	Fiat	Uno	4	10.48	2016	PCR-3966	21364189282	9BDVSWC0639M2D1QS	False
ute	Mercedes-Benz	Sprinter	1800	10.1	2016	PDQ-3630	03695346136	9BMG5WWSVHM1JQGYA	False
carro	Ford	Ka	2	11.11	2017	PFH-8868	29329980113	9BFMNA87RV7ERNKAI	False
carro	Toyota	Corolla	4	14.85	2017	PCH-1014	47556327672	9BRXY08DQSI4GC8K9	False
van	Mercedes-Benz	Sprinter	10	12.19	2016	OEF-5898	96864221234	9BMSW1AGWNTKEVFLR	False
carro	Fiat	Uno	4	12.6	2017	PYJ-1968	62516251869	9BD3IA48H5QXFIUZ9	False
van	Mercedes-Benz	Sprinter	9	11.0	2016	OBX-0632	36221407858	9BMV7IOZNEFHUQL7K	False
van	Fiat	Ducato	17	12.74	2017	PSW-3452	59809681153	9BD1K3NVZ56V5SOM0	False
van	Fiat	Ducato	15	9.38	2015	PPN-3576	44222626980	9BDU2JW84PJ92OHT4	False
ute	Mercedes-Benz	Sprinter	1800	11.71	2017	PUO-9591	49027278906	9BMEEMKWHSA37AWDS	False
van	Fiat	Ducato	13	10.6	2017	POV-4872	21229562590	9BDMC7Q66CCI7P028	True
van	Mercedes-Benz	Sprinter	10	7.71	2016	PLD-4526	59313826533	9BMQB4HK8COZC6YB4	False
carro	Chevrolet	Prisma	4	13.88	2017	PJU-3731	07135781540	9BGFRC90ZAJPGLBOP	False
carro	Chevrolet	Onix	4	10.77	2017	PWB-9583	86432696003	9BGBYS4IDD0I42NBF	False
carro	Fiat	Uno	4	11.48	2017	OOZ-3021	09040341227	9BDS9Z3WKGVR57NO5	False
carro	Ford	Ka+	4	11.03	2017	POI-5698	55749444543	9BFROUCL1OLHDZWWN	False
carro	Honda	Civic	4	10.74	2014	OHA-5151	08220502887	93HRK4TONLFPSLR3S	False
carro	Fiat	Uno	4	9.04	2017	POQ-1669	89124716670	9BDWNA4DZ8PJ5W0QU	False
carro	Chevrolet	Spin	4	13.34	2016	PKE-2579	26397244356	9BGO7961Q4NLT9ZCO	False
carro	Volkswagen	Gol	4	8.87	2015	PXR-3360	49204326429	9BWC0JP0YYX0QL8KP	False
van	Fiat	Ducato	14	12.45	2016	PNE-3750	33408621491	9BDWRPJHTBDPKBWZR	False
ute	Fiat	Ducato	1800	12.6	2015	PHF-3637	83207361283	9BDL5QC1TCDL99GLX	False
carro	Honda	Civic	4	10.37	2015	OKN-1466	62168334190	93HSHNURRENMSP550	False
van	Fiat	Ducato	8	13.4	2017	PIJ-3358	00358090019	9BDRQYVX7VCMBZKJ7	False
ute	Mercedes-Benz	Sprinter	1800	11.72	2017	PBQ-4654	83047384031	9BMIFQEEX50A5AUTX	False
carro	Honda	Civic	2	10.19	2016	PYG-8886	57256441402	93HKOMWM5N0ZFNGG9	False
van	Fiat	Ducato	16	11.54	2017	PQE-8671	85498762754	9BDZTG9X4GZF9P028	False
carro	Fiat	Uno	4	9.6	2016	PNY-9651	29703563987	9BDOME554I88GOK5U	False
carro	Fiat	Uno	2	10.01	2014	PWM-3867	10429413150	9BDPNBUE50VIFPJWV	False
carro	Volkswagen	Gol	4	15.93	2015	POV-2497	31063057276	9BWA0SJXS7JSWLEJ9	False
ute	Mercedes-Benz	Sprinter	1800	8.44	2015	OVV-0070	85049681063	9BMWMIW3667E41WC6	False
van	Mercedes-Benz	Sprinter	10	11.71	2016	PWT-5835	30385759016	9BMTGGB2U66E4FRTH	False
carro	Toyota	Corolla	4	10.19	2014	OMW-5958	49165033645	9BRIZD325N6GOJ9HE	False
van	Mercedes-Benz	Sprinter	10	9.88	2015	PVV-2755	25755807316	9BM28C0YGJ3RT5QL9	False
van	Mercedes-Benz	Sprinter	12	9.21	2014	POR-8038	82779165752	9BMG8MAL2UHXT1EOV	False
carro	Renault	Logan	2	10.53	2014	OAA-4767	47765022336	93Y23D9605V6CT8OR	False
carro	Renault	Sandero	4	9.45	2017	ODY-1988	27635375444	93YEHLG2Q5SKEFJKM	False
ute	Fiat	Ducato	1800	11.69	2017	PJL-0747	17893734073	9BDUWUR7U8NUDGAQ2	True
van	Fiat	Ducato	14	7.84	2016	PMU-0268	97845635434	9BDJI8YRC96YB0O2N	False
van	Fiat	Ducato	6	10.21	2015	PLL-0033	46776068195	9BD0MWVWNWD99SMRK	False
carro	Toyota	Corolla	4	12.85	2017	PJD-0539	04880842794	9BRENWJHJZY3BGN5G	False
carro	Volkswagen	Gol	2	8.11	2015	PKF-4739	04187536583	9BW85MK6NVZ8766J4	True
carro	Volkswagen	Gol	4	13.67	2015	PHP-4974	72511784934	9BWVMQ833AK69Y7Y2	False
carro	Chevrolet	Onix	4	6.87	2016	PZW-5199	72313347357	9BGY8I4HQHSGAW0Q3	False
carro	Fiat	Uno	4	13.34	2017	PUB-2161	60055319031	9BDEY0HIJXJRRW45J	False
ute	Fiat	Ducato	1800	9.32	2015	PSA-3427	06572438931	9BD97E2P1PR5ZPTBM	False
van	Fiat	Ducato	12	11.23	2015	PLB-9246	49147551988	9BDI5BEEXD71TW5BS	False
van	Fiat	Ducato	13	10.12	2017	PZY-7332	55210931494	9BD4AJCM27D08QZLQ	False
van	Mercedes-Benz	Sprinter	15	11.37	2015	PYJ-0602	81222031364	9BMSYF2RN7QPKS1L1	False
carro	Renault	Logan	2	17.27	2015	PKT-8309	47480451262	93YAHYNP4DK8QYXZ0	True
carro	Fiat	Uno	4	10.53	2017	PFJ-4828	05289107880	9BDMOTMDFZ05M965Q	False
carro	Ford	Ka+	4	11.89	2017	PGO-2208	73654039454	9BF6277OGWOLETWH2	True
van	Mercedes-Benz	Sprinter	12	9.88	2016	OBO-6088	12400315704	9BMGGU0T1Y02YHS4E	False
carro	Volkswagen	Gol	4	9.33	2017	PMQ-7039	63945988339	9BW15AZH23V4N0Y7S	False
van	Mercedes-Benz	Sprinter	13	9.18	2017	PUO-5062	55246822620	9BMOA37EKUO722L0R	False
carro	Volkswagen	Gol	4	9.25	2017	PRF-5018	13318840486	9BWB95XR9G2JH6U8D	False
carro	Toyota	Corolla	4	9.8	2015	PAE-9710	07446306904	9BR08E93CR0FXZTTA	False
van	Fiat	Ducato	13	11.4	2017	PEC-9352	36106514137	9BDV9E0M6IKVA00L8	False
carro	Chevrolet	Onix	4	13.34	2015	PPV-0138	89972952776	9BGVST8NKM9Q35NIB	False
carro	Renault	Logan	4	14.07	2016	PYM-4364	23196765740	93YNHFE30JQ4DL5OE	False
carro	Toyota	Corolla	2	12.47	2017	PFL-9491	28364939401	9BRTGEIRTJQH0LVPZ	True
carro	Chevrolet	Spin	4	11.68	2017	PBW-7937	49217579478	9BGAEI8COET1UK988	False
carro	Toyota	Corolla	4	7.45	2015	OAC-9879	34890569054	9BRJSYEH5V2ZOMLKY	True
carro	Volkswagen	Gol	4	8.32	2017	PTO-8495	08830222381	9BWWY2SZ9TJ16IC9I	False
carro	Renault	Logan	4	8.98	2014	PJR-9995	01549856239	93YORKDGCT8YOB5F2	False
carro	Toyota	Corolla	4	6.23	2017	PSN-5441	47784417427	9BRX6GSWTDNL09L6O	False
carro	Chevrolet	Prisma	4	15.97	2016	PMJ-6035	54402298268	9BGSCC8ZBIUGVWUUS	False
van	Mercedes-Benz	Sprinter	12	9.48	2017	PZN-7939	15237551104	9BM20VJQFHSE3LNOM	False
carro	Volkswagen	Gol	4	7.06	2014	PMY-3139	32417946080	9BW5JUV39YAF7GU99	False
carro	Toyota	Corolla	2	8.42	2015	PIA-0654	74691476766	9BRR2KJ4BM95NUA47	False
van	Mercedes-Benz	Sprinter	12	7.29	2015	PCH-3618	64709365190	9BMHSOMN695H01E6N	False
carro	Honda	Civic	4	3.88	2015	PHV-8748	51224648757	93HQTOAV69OP94F68	False
carro	Fiat	Uno	2	10.3	2017	PTT-3618	72998327335	9BDW1UM3XTUGGFO24	False
carro	Honda	Civic	4	8.94	2016	PZM-7668	97076704158	93HPEFMNJJSZAU64X	False
carro	Honda	Civic	4	14.85	2017	PBX-7072	25606406192	93HEV5R2AEQILP3P0	False
carro	Ford	Ka+	4	6.38	2017	PTR-4710	94014397779	9BF8PUGR1JGCZA9MB	False
carro	Honda	Civic	4	13.2	2017	OMG-7232	44209619091	93HHQZY3YEM2170CJ	False
van	Fiat	Ducato	8	12.64	2014	PIY-0168	97094842824	9BDSDC652S6PU0FZ5	True
carro	Volkswagen	Gol	4	14.34	2016	PMP-2361	81041210205	9BWOQQYUIE7J2YBD8	False
carro	Renault	Sandero	4	12.05	2017	PDU-3645	13912701199	93YRJ4PHMK9HECOHQ	False
carro	Ford	Ka+	2	12.11	2017	PWD-8786	13587605926	9BFPV9IZ2XXZ21ATX	True
carro	Toyota	Corolla	4	10.51	2015	PPF-0600	68994948534	9BRB54C0O9A08CE35	False
carro	Ford	Ka	2	9.96	2017	PPT-1352	59824916752	9BF90I8JLL4R00O7L	False
carro	Renault	Logan	4	10.86	2017	PDP-5453	06144803597	93Y16QRKS4TDZRVIZ	False
van	Fiat	Ducato	15	12.2	2017	PPA-0448	26953986611	9BDS817SM0VPWFUE1	False
van	Fiat	Ducato	16	13.66	2017	PDV-0993	03090581436	9BD739RJEOD62FKUY	False
ute	Mercedes-Benz	Sprinter	1800	11.86	2017	PZW-3899	55910263351	9BM53W9MEAZLA39GB	False
van	Mercedes-Benz	Sprinter	14	11.37	2016	OSI-6192	34346407055	9BMTBTEOQQQRGSDUD	False
carro	Honda	Civic	4	15.36	2017	PZC-6160	63181217904	93H5ZQDD82NMWFXLA	False
carro	Renault	Logan	4	6.28	2017	PGG-5653	00617096192	93Y7ZCEWOVNGPP97J	False
van	Fiat	Ducato	11	10.97	2016	PGH-2661	99718241153	9BDFGA5HLX9ZIXFF1	False
carro	Volkswagen	Gol	4	12.53	2015	PIL-4451	02554062491	9BWCWCIGAJWQC13F2	False
carro	Ford	Ka+	4	8.04	2017	OFV-9358	20824251951	9BFVS6Y3T6LSKLRCW	False
carro	Renault	Logan	4	12.95	2017	PMI-9587	16623026383	93YNUV204Q82NK1P7	False
van	Fiat	Ducato	10	14.18	2017	OXT-5959	61192368489	9BD3ERTCN0TEHCWWD	False
ute	Fiat	Ducato	1800	6.12	2017	OQV-5618	73564388539	9BDMBMSERO9Y8N4UZ	False
carro	Honda	Civic	4	10.97	2016	OYP-6790	70721499511	93HNFXVQ8GDXDLF64	False
van	Mercedes-Benz	Sprinter	8	11.01	2016	PPF-4716	32126158086	9BMUBFBH7MUT3J2JK	False
ute	Mercedes-Benz	Sprinter	1800	9.74	2017	PVQ-1565	24632451394	9BMNMK0N7I5CRFCYD	False
carro	Honda	Civic	2	9.79	2017	PDY-1146	36653715733	93H453A74O9ENERKZ	True
carro	Chevrolet	Onix	4	11.2	2015	PIJ-1220	76652899998	9BGSOOYWB97GTWWQC	False
van	Fiat	Ducato	12	10.08	2017	OIU-9598	93481858288	9BD4J1YO9MSEWT7KX	False
carro	Fiat	Uno	2	8.39	2016	PTL-3244	57708858757	9BD533BWZAH5YVXKN	False
van	Fiat	Ducato	15	11.7	2015	PXY-5757	77059066890	9BDR6ZI9V3FXTO5TO	False
carro	Renault	Logan	4	5.57	2017	PPE-2316	71409946618	93YVBLOEL2FP2CNEQ	False
carro	Chevrolet	Prisma	2	9.48	2015	PNZ-8914	99453227451	9BGMCIPWW7VEXJE41	False
van	Fiat	Ducato	15	10.6	2014	PZS-6634	33462579804	9BD0LPRTT38V5ALLP	False
carro	Fiat	Uno	4	12.98	2016	PXP-4693	02179336352	9BDRM4W8P7Z5ZLAHG	True
ute	Fiat	Ducato	1800	12.09	2017	PGR-8943	02738543401	9BDGCO97D1SVUO1DV	False
van	Mercedes-Benz	Sprinter	14	8.56	2016	PYK-2722	21837646904	9BMLV7QSRX9GAFH6Z	False
van	Fiat	Ducato	16	9.6	2016	PJJ-7266	95939521029	9BD6Q92K4AA627OTN	False
ute	Fiat	Ducato	1800	8.71	2017	PCL-5063	47764985835	9BD0Y5CGCO1NSPN1F	True
van	Mercedes-Benz	Sprinter	13	15.56	2017	PPI-1206	13029763754	9BM8VU5BVYJABQID7	True
van	Mercedes-Benz	Sprinter	11	10.8	2017	PPA-1747	70177545599	9BMCM7V6SI8UVDZ3W	False
carro	Honda	Civic	4	11.95	2016	PWO-9849	67761721278	93HA5JKN2PZ52H71M	False
carro	Renault	Sandero	2	11.05	2017	OIT-2703	96320539061	93YL8HZXQ5FKAX0XS	True
van	Fiat	Ducato	16	10.94	2016	PGX-4020	51149643439	9BDDIS041FQTAQK2L	False
ute	Mercedes-Benz	Sprinter	1800	12.7	2017	PBA-6993	04046533844	9BML73CNWY02H7FZW	False
carro	Ford	Ka	4	6.47	2015	PVY-7781	22970796588	9BFBIHMQIQZQFMBMA	False
van	Fiat	Ducato	13	14.3	2017	PUH-0103	83479026499	9BD9CL6XAMD69S0L5	False
carro	Toyota	Corolla	4	15.05	2017	OKO-2331	61825906296	9BRNCXBOLRM9REQCG	False
van	Fiat	Ducato	12	13.21	2017	PJO-2515	37305422898	9BD78CXFF2R3OEJSG	False
van	Fiat	Ducato	14	12.62	2017	PFR-4229	95450821473	9BDZHH0MDTT5CEP4A	False
carro	Toyota	Corolla	2	9.12	2017	PDX-8791	02295227357	9BRYY6PDOZRZ6B40R	False
carro	Ford	Ka	4	10.2	2015	PMR-9954	54749807757	9BFG3LW9DK9ME0XTJ	False
carro	Chevrolet	Spin	2	7.3	2016	PNF-3696	72456273756	9BGBTF7OFF27EPVOY	False
carro	Volkswagen	Gol	4	13.45	2017	ONJ-6978	88170041053	9BW35YMDQ61Z89OIN	False
van	Fiat	Ducato	8	8.97	2017	PGW-4720	56020692846	9BDWA54BF8ZD103L2	False
van	Mercedes-Benz	Sprinter	12	10.37	2016	PRE-5023	26726739519	9BM37QSTE9UOYEE2I	True
carro	Chevrolet	Prisma	4	9.64	2015	PBV-7708	81624790026	9BGGAQ9C1SS91G44F	False
carro	Honda	Civic	4	11.17	2015	OHX-2920	29676371858	93H6ICXJ5CT775NJR	False
carro	Toyota	Corolla	4	9.57	2017	PNZ-3911	79478132478	9BRARBCK92ZJEK0Y4	True
van	Fiat	Ducato	15	11.24	2014	PQM-1838	14399285315	9BDSLMG70SZU483YJ	False
carro	Toyota	Corolla	4	11.28	2015	PGP-4252	01743501958	9BRP4H86YZ6XMHMOY	False
carro	Volkswagen	Gol	4	10.9	2017	PAE-7177	49200333296	9BW3HUVGHZORVY8LP	True
van	Fiat	Ducato	21	10.24	2017	OYX-8792	22159840015	9BDOYN4YIUW16E8IB	False
van	Mercedes-Benz	Sprinter	16	10.67	2017	PPT-1951	53870200835	9BMZ1L4VP7P6N616U	False
van	Fiat	Ducato	14	9.0	2017	OLH-2586	73711439819	9BDPAWXGSXAB1O0HR	False
van	Mercedes-Benz	Sprinter	14	11.41	2017	PTN-3922	13712943462	9BMWF5TQFW54RCGZ4	False
van	Mercedes-Benz	Sprinter	10	14.81	2017	OIX-9339	47757713308	9BMX943WDTPSE046T	False
carro	Volkswagen	Gol	2	12.43	2017	PRL-9237	38701683041	9BWBHYVI4CBSIC32H	False
van	Fiat	Ducato	6	12.02	2017	OHT-7173	48585758605	9BDAAX00Z9YJAZYQA	False
carro	Fiat	Uno	4	11.8	2017	PNS-8010	67010442951	9BDF38VR964OMD48R	False
van	Mercedes-Benz	Sprinter	10	12.51	2017	PJZ-0650	26388539108	9BMHBUYA2S4VP98H5	False
carro	Chevrolet	Spin	4	8.59	2017	PRJ-2659	46066122462	9BGU9572UEISQQC1S	True
van	Mercedes-Benz	Sprinter	13	11.51	2017	PEL-5654	59039926577	9BMFYIAZPG1JUFMHI	False
carro	Volkswagen	Gol	4	10.81	2014	OVM-0521	12422911067	9BWB7A69QD12RUNE5	False
carro	Fiat	Uno	4	12.11	2017	PRX-7314	33037910353	9BDHWZYWZVJGDRUL9	False
carro	Fiat	Uno	4	12.8	2017	PPQ-7723	34929571766	9BDEZVEHO5WQRUJST	False
carro	Renault	Logan	4	10.37	2015	PXP-2264	48278197862	93YHQ42PYPA09RAUI	False
ute	Mercedes-Benz	Sprinter	1800	11.63	2016	ODZ-3915	47331709642	9BMLXE5BQMCPHV3G7	False
carro	Fiat	Uno	2	11.26	2017	PCW-5078	62781354021	9BDXU4GZBH6PPB1G9	False
van	Mercedes-Benz	Sprinter	14	12.95	2016	PXM-9483	32209859787	9BMDSHSCDAK27QXMM	False
carro	Fiat	Uno	4	13.46	2017	PFE-6948	88762019143	9BD6FO9XQCFHZ5FZ8	False
ute	Mercedes-Benz	Sprinter	1800	9.17	2017	POR-5657	14226684656	9BMFTJBMQZ7Q1HAXB	False
carro	Ford	Ka+	4	14.36	2017	POH-5772	36806570226	9BF072SZ5NWA7NNAC	False
ute	Fiat	Ducato	1800	7.31	2017	OEP-5417	99308701340	9BDZV7BL3U5ZYGFKA	False
carro	Chevrolet	Prisma	4	10.36	2017	OSF-2262	03995482752	9BGMOYLX7A8DLXQLA	False
carro	Chevrolet	Onix	4	10.38	2015	PCU-8712	20539501648	9BGIQCDY3I95R63D0	False
ute	Mercedes-Benz	Sprinter	1800	15.24	2015	PJN-1798	60631349134	9BMH7IXB5SLXI60X9	False
